5.74,2.34,4.24,9.71
5.98,5.91,5.75,2.32
4.94,1.24,7.06,8.1
3.41,9.38,4.16,0.95
0.29,1.03,7.31,5.26
8.81,8.08,4.75,9.7
8.53,1.06,7.86,0.45
5.7,8.72,3.23,1.9
3.98,1.64,0.1,0.45
3.74,2.81,6.38,8.17
5.17,1.78,7.22,1.51
5.7,9.36,7.53,0.68
9.6,0.41,8.35,7.9
2.51,5.35,4.11,8.6
4.76,4.68,5.41,0.08
0.38,3.61,9.07,2.35
5.28,6.82,3.96,1.16
2.89,6.18,6.31,2.42
1.32,7.14,2.53,6.8
9.3,5.02,1.45,5.46
2.76,4.59,6.69,4.29
5.69,4.76,4.13,5.12
6.9,2.39,8.56,1.96
4.55,7.06,8.45,0.13
9.28,9.15,6.3,6.05
6.23,4.97,4.19,2.82
4.64,2.59,9.56,6.78
4.96,3.24,2.33,9.35
1.13,0.74,1.62,8.1
6.76,4.01,0.09,8.54
3.22,4.55,7.89,5.06
8.77,5.79,5.64,3.01
2.29,8.68,2.9,2.41
3.21,3.98,6.59,4.18
9.61,2.6,8.17,3.79
3.65,2.18,3.48,4.98
1.29,5.16,8.82,0.22
7.84,0.04,6.2,0.31
8.59,0.11,8.64,0.06
0.79,8.79,8.57,1.0
6.81,4.24,3.4,6.72
2.41,3.83,3.29,0.11
9.84,4.1,0.2,0.88
1.75,8.73,0.1,9.57
0.02,7.48,6.1,3.69
7.81,3.09,1.95,0.46
6.23,2.29,9.12,7.87
1.0,0.28,0.96,1.12
1.03,4.83,2.35,6.1
7.0,6.26,7.18,5.81
9.13,8.19,4.31,8.4
1.27,8.01,6.99,9.94
2.91,9.57,5.53,5.01
5.1,4.4,2.12,3.18
2.59,1.69,0.17,9.58
6.13,0.83,2.67,8.88
7.78,8.73,4.85,0.26
6.58,6.09,7.4,1.4
1.5,1.2,0.79,9.12
4.29,5.62,0.25,1.16
2.53,1.46,2.44,4.69
2.08,6.87,6.27,2.43
8.92,8.31,7.6,8.35
6.47,6.96,4.92,8.13
4.87,2.58,8.6,3.82
4.46,5.32,3.81,2.33
1.75,5.87,0.23,4.68
9.97,9.83,9.16,2.19
4.49,3.92,5.22,5.46
2.21,1.84,4.18,1.38
7.35,8.08,8.07,7.76
9.54,4.86,0.42,4.52
6.86,0.44,1.59,1.22
3.75,9.18,7.77,9.68
6.6,7.75,3.72,2.93
8.69,3.81,7.42,8.38
9.57,1.36,1.85,3.42
4.34,0.47,6.61,7.64
6.28,3.85,9.85,5.24
5.41,7.49,8.58,9.8
6.67,1.96,3.34,2.61
1.35,8.59,7.99,1.21
7.56,3.98,5.71,8.13
6.58,4.44,1.36,2.97
6.51,0.79,1.44,7.91
9.73,7.02,5.2,8.07
7.82,7.63,0.82,3.43
5.44,3.33,0.61,3.85
2.18,5.81,2.71,4.32
1.55,2.38,5.51,2.02
3.95,4.22,8.96,4.28
8.89,1.32,2.59,0.68
4.22,3.62,8.69,0.26
0.75,2.95,4.83,1.45
3.87,4.53,0.13,4.54
8.87,4.03,9.09,9.03
1.42,4.65,1.65,9.49
0.15,6.2,3.75,6.32
6.64,7.81,2.99,1.15
0.41,3.72,2.73,9.82
0.54,2.7,3.93,9.73
6.4,4.06,6.85,6.7
6.19,9.01,7.13,0.85
2.59,1.69,7.98,4.77
1.18,7.01,4.25,1.46
6.99,0.66,1.87,3.94
2.38,3.18,9.81,1.27
2.29,1.82,0.09,5.84
8.44,3.9,2.4,8.6
6.13,9.66,7.17,7.22
8.99,6.18,3.16,4.75
8.75,0.76,1.31,8.05
0.61,5.86,2.85,8.75
8.79,5.39,4.94,5.05
7.26,9.83,2.17,5.65
7.64,7.95,0.44,5.07
9.34,0.34,8.77,7.37
0.14,2.49,4.3,0.83
2.65,0.73,0.28,8.12
5.08,0.68,0.08,3.57
3.96,0.32,5.41,1.82
2.35,1.06,9.64,9.22
0.51,3.1,8.1,4.24
2.75,6.33,9.39,5.74
7.02,4.05,0.31,0.03
0.15,0.82,6.34,1.35
6.25,7.77,8.44,9.34
8.59,9.98,0.47,7.58
8.58,1.7,6.24,9.06
7.44,2.21,7.38,7.73
3.14,5.02,9.15,6.71
8.06,8.08,4.54,7.85
7.22,6.66,3.33,2.04
7.88,3.83,4.86,0.8
9.78,9.32,8.15,6.79
7.83,6.99,4.45,2.16
7.63,0.13,0.64,6.98
6.76,5.16,4.49,3.58
6.27,8.83,0.1,2.62
1.06,5.94,5.56,2.16
1.25,9.95,5.65,5.64
9.84,1.01,8.07,8.65
0.81,4.55,2.34,8.58
4.33,6.16,1.45,4.34
1.3,5.85,9.99,1.48
9.66,1.3,6.02,7.88
6.28,4.81,8.89,1.03
4.65,1.37,6.56,7.95
7.1,4.38,9.85,5.09
2.98,7.32,5.61,6.73
7.46,3.7,8.19,7.3
2.75,4.0,4.86,5.1
7.49,0.7,4.29,3.89
3.97,6.37,1.66,5.69
2.51,6.18,2.22,3.56
4.71,7.24,9.58,8.26
3.83,3.02,9.26,3.22
3.91,4.13,5.56,8.01
1.47,0.8,0.45,7.24
9.06,5.6,3.02,2.82
4.97,5.1,0.25,2.03
3.03,6.87,5.74,1.08
7.98,1.96,9.39,0.62
5.11,6.45,1.64,6.63
7.6,9.64,8.89,1.26
8.9,2.13,3.72,4.9
8.51,1.75,5.55,6.73
8.74,5.96,6.47,7.59
0.17,1.4,6.86,8.49
1.28,6.68,7.33,1.71
6.11,8.15,3.67,2.43
3.22,4.7,8.95,6.66
2.34,5.35,1.19,9.71
7.72,3.03,6.05,7.89
1.54,1.16,4.13,6.65
6.34,9.49,2.59,6.97
